x,y,z,cut,au,ug1,ug2,Ica_1,Ica_2
130.4,563,119.8,0.37,0.25,20,10,0.5482951015,-0.5605232902
220.2,218.4,48.3,0.38,0.085,20,10,0.5615374878,-0.6095834862
70.7,37.8,95.9,0.38,0.102,20,10,0.5616935155,-0.606227079
70.4,23,120,0.38,0.02,20,10,0.5609409115,-0.6224168075
155.3,593.3,73.1,0.38,0.009,20,10,0.5608399524,-0.6245886004
64.7,535.4,114.1,0.39,0,20,10,0.5755141219,-0.642848825
75.4,532.2,72,0.39,0.018,20,10,0.5756793277,-0.6392949822
116.5,593.6,27.4,0.4,0.214,20,10,0.5922350071,-0.6170808855
101.3,35.7,54.3,0.4,0.028,20,10,0.590527881,-0.6538039282
91.1,21.6,45.3,0.4,0.381,20,10,0.5937677494,-0.5841091214
306.6,356.8,96,0.41,0.038,20,10,0.6053764343,-0.6683128743
129.7,26.4,132,0.41,0.173,20,10,0.6066154775,-0.641659053
136.6,442.7,132,0.41,0.128,20,10,0.6062024631,-0.6505436601
90.3,531.9,12.6,0.41,0.109,20,10,0.6060280792,-0.6542949387
92.9,533.2,96.5,0.41,0.3,20,10,0.6077810958,-0.6165847174
101.3,35.7,60.8,0.42,0.076,20,10,0.6204819744,-0.6772936204
100,548,120,0.42,0.166,20,10,0.6213080031,-0.6595244062
250.2,263.2,48,0.42,0,20,10,0.619784439,-0.6922987346
189.9,29.5,133.4,0.42,0.301,20,10,0.6225470463,-0.6328705849
73.1,535.3,122.6,0.42,0.031,20,10,0.62006896,-0.6861782275
158.1,30,101.6,0.42,0.039,20,10,0.6201423848,-0.6845987418
101.3,35.7,84.8,0.42,0.052,20,10,0.6202617,-0.6820320775
144,231.8,28.1,0.43,0,20,10,0.6345412113,-0.7087820378
127.9,532.3,9.5,0.43,0.49,20,10,0.639038479,-0.6120385382
189.7,262.8,12,0.43,0.034,20,10,0.6348532666,-0.7020692236
75.4,532.2,84,0.43,0.004,20,10,0.6345779237,-0.707992295
70.4,83,60,0.43,0.661,20,10,0.6406079337,-0.5782770312
94.9,592.1,108.8,0.44,0.479,20,10,0.6536942923,-0.6306936343
162.6,230.3,72.5,0.44,0.058,20,10,0.6498303133,-0.7138140697
153.3,532.4,35.1,0.44,0.699,20,10,0.6557134737,-0.5872577773
280.4,248,123.7,0.44,0.68,20,10,0.6555390899,-0.5910090559
100.4,308,72.1,0.44,0,20,10,0.6492979837,-0.725265341
193,528.6,96,0.44,1.983,20,10,0.6674981508,-0.3337503212
170.8,593.1,91.4,0.45,0.049,20,10,0.6645044828,-0.7320742943
154.8,230.2,64.7,0.45,0.028,20,10,0.6643117428,-0.7362204443
220.2,218.4,12.3,0.45,4.054,20,10,0.7012627628,0.0586557382
102.3,38,60,0.45,0.147,20,10,0.6654039364,-0.7127255944
102.3,38.2,60,0.45,0.086,20,10,0.6648440724,-0.7247691729
306.6,356.8,108,0.45,0.222,20,10,0.6660922937,-0.6979179159
238.7,175.7,84,0.45,0.057,20,10,0.6645779076,-0.7304948086
190.6,593,72,0.45,0.017,20,10,0.6642107837,-0.7383922371
70.4,23,96,0.45,0.059,20,10,0.6645962638,-0.7300999372
172.8,591.1,107.7,0.46,0.046,20,10,0.6792337209,-0.7491499046
254.4,168.1,14.8,0.46,0.072,20,10,0.6794723514,-0.7440165761
201.1,594.5,68.9,0.46,0.053,20,10,0.6792979676,-0.7477678546
162.5,293.4,62.4,0.46,0.286,20,10,0.6814364642,-0.7017653334
220.3,158.2,48.2,0.46,2.038,20,10,0.6975164908,-0.3558579634
167,218,36,0.46,0.04,20,10,0.6791786523,-0.7503345189
190.6,593,132,0.46,1.252,20,10,0.6903025063,-0.5110424342
70.4,83,36,0.46,0.026,20,10,0.6790501589,-0.7530986189
56.2,535.5,105.5,0.46,0.04,20,10,0.6791786523,-0.7503345189
221.2,232.6,18.4,0.47,0.341,20,10,0.696698032,-0.7073896724
152,583.7,29.6,0.47,0.021,20,10,0.6937610408,-0.7705691007
103.5,592.2,117.1,0.47,0.618,20,10,0.6992403649,-0.6526999797
190.6,593,36,0.47,0.168,20,10,0.6951102211,-0.7415460508
86.3,592,100.4,0.48,0.174,20,10,0.7099220621,-0.7568447397
100.4,218,72,0.48,1.632,20,10,0.723303728,-0.4689834695
306.6,356.8,132,0.48,0.06,20,10,0.708875759,-0.7793524111
250.7,593.4,84,0.48,0.021,20,10,0.7085178132,-0.7870524039
75.4,532.2,132,0.48,0,20,10,0.7083250731,-0.7911985539
70.7,37.8,71.9,0.48,0.044,20,10,0.7087289094,-0.7825113825
70.4,83,48,0.48,0.063,20,10,0.7089032932,-0.7787601039
99.5,530.5,67.1,0.49,0.072,20,10,0.7237426685,-0.7934664857
116.5,530.7,84.1,0.49,2.011,20,10,0.7415389993,-0.4106386373
129.7,233.5,16.5,0.49,0.017,20,10,0.7232378731,-0.8043254499
123.6,586.3,108.6,0.49,0.034,20,10,0.7233939008,-0.8009690428
81.5,535.2,131.2,0.49,0.014,20,10,0.7232103388,-0.8049177571
155,338,24,0.49,0,20,10,0.7230818455,-0.8076818571
238.7,175.7,132,0.49,0.159,20,10,0.724541163,-0.7762895786
129.9,263,36,0.49,0.019,20,10,0.7232562293,-0.8039305785
129.9,263.4,36,0.49,0.03,20,10,0.7233571884,-0.8017587857
120.8,592.4,133.8,0.49,0.473,20,10,0.7274230855,-0.7142947646
51.8,591.6,67,0.5,1.219,20,20,0.7490267185,-0.5834910256
93.2,533.4,108.5,0.5,0.859,20,20,0.7457226035,-0.6545678824
148.1,231.5,16.8,0.5,0,20,20,0.7378386178,-0.8241651603
92.2,532.8,72.6,0.5,0.327,20,20,0.7408398557,-0.759603682
220.3,158.1,132.5,0.5,0.268,20,20,0.7402983479,-0.7712523891
157.3,523.2,95.8,0.5,1.209,20,20,0.7489349375,-0.5854653827
160,368,12,0.5,0.03,20,20,0.7381139607,-0.8182420889
100.4,368,11.9,0.5,0,20,20,0.7378386178,-0.8241651603
100.2,97.6,48.1,0.5,0.37,20,20,0.7412345139,-0.7511139463
250.7,593.4,72,0.5,0.014,20,20,0.7379671112,-0.8214010603
84.2,235.8,84.5,0.5,0.475,20,20,0.7421982141,-0.7303831964
57.2,55.6,124.6,0.5,0.35,20,20,0.7410509519,-0.7550626606
174.9,597,135.9,0.5,0.965,20,20,0.7466954818,-0.6336396968
159.2,368,12.2,0.51,0.106,20,20,0.7535682685,-0.8197202779
155,338,60,0.51,0.093,20,20,0.7534489532,-0.8222869421
155.5,278.9,12,0.51,0.053,20,20,0.7530818293,-0.8301843707
100,188,24,0.51,0.061,20,20,0.7531552541,-0.828604885
190.6,593,120,0.51,2.491,20,20,0.7754580307,-0.3488361012
130.4,203,95.6,0.51,0.714,20,20,0.7591485517,-0.6996793641
161.7,532.5,43.6,0.52,0.104,20,20,0.7683066847,-0.8365984525
202.6,232.3,49.6,0.52,0.296,20,20,0.7700688794,-0.7986907955
167,218,72,0.52,0.164,20,20,0.7688573705,-0.8247523097
105.7,68,12,0.52,0.217,20,20,0.7693438097,-0.8142882169
102.3,38,48,0.52,0.207,20,20,0.7692520287,-0.816262574
102.3,38.2,48,0.52,0.224,20,20,0.7694080563,-0.8129061669
252.2,232.2,96,0.52,3.074,20,20,0.7955656339,-0.2502143835
130.4,563,131.8,0.52,0.978,20,20,0.7763283418,-0.6640396389
144.8,532.4,26.5,0.52,0.413,20,20,0.7711427168,-0.775590817
101,593.8,9.1,0.52,0.787,20,20,0.7745753252,-0.7017498602
189.9,29.5,85.4,0.53,0.342,20,20,0.7852478442,-0.8060920559
242.7,234.3,56.9,0.53,0.058,20,20,0.7826412645,-0.8621637985
100,548,108,0.53,0.013,20,20,0.7822282502,-0.8710484056
250.7,593.4,120,0.53,0.051,20,20,0.7825770179,-0.8635458485
70.5,52.8,120,0.53,0.243,20,20,0.7843392126,-0.8256381915
69.1,591.8,83.7,0.54,0.36,20,20,0.8001698223,-0.8190215163
258.8,168.3,26,0.54,0.282,20,20,0.7994539307,-0.8344215019
77,232.1,75.7,0.54,0.137,20,20,0.7981231066,-0.8630496804
163.1,593.2,82.3,0.54,0.189,20,20,0.7986003677,-0.8527830233
220.3,158.2,36.2,0.54,0.511,20,20,0.801555715,-0.7892087235
275.3,338.3,96,0.54,1.488,20,20,0.8105227161,-0.5963140314
274,189,132,0.54,0.229,20,20,0.7989674915,-0.8448855947
160.4,278,59.6,0.54,0.114,20,20,0.7979120104,-0.8675907018
306.6,356.8,84,0.54,0.109,20,20,0.7978661199,-0.8685778803
190.6,143.6,24,0.54,0.316,20,20,0.799765986,-0.8277086876
119.5,586.7,119.9,0.55,0.17,20,20,0.8131827562,-0.873017605
172.8,598.9,98.6,0.55,0.04,20,20,0.8119896035,-0.8986842478
133.5,531,101,0.55,1.319,20,20,0.82372839,-0.6461639702
78.1,231.9,61.6,0.55,0.255,20,20,0.8139628944,-0.8562355694
154.6,293.4,54.7,0.55,0.081,20,20,0.8123659055,-0.8905893835
220.4,158,132,0.55,0.39,20,20,0.8152019376,-0.8295817481
100,518,120,0.55,0.155,20,20,0.8130450847,-0.8759791407
100.4,218,96,0.55,0.253,20,20,0.8139445382,-0.8566304408
190.4,503,83.8,0.55,2.973,20,20,0.8389089631,-0.3196053001
141,233.3,37.7,0.56,0.027,20,20,0.8266270606,-0.9177342153
157.3,523.2,131.8,0.56,1.456,20,20,0.8397425617,-0.6355985807
131.4,533.7,102.5,0.56,7.896,20,20,0.8988495088,0.6358874141
178.6,593,100.6,0.56,0.286,20,20,0.8290041878,-0.8665983655
131.4,533.7,109,0.57,1.164,20,20,0.8518193297,-0.7097331122
159.9,232.8,84.7,0.57,0.103,20,20,0.8420813684,-0.9192124042
155,338,12,0.57,0.508,20,20,0.8457984978,-0.8392509403
99.8,431.2,72,0.57,0.278,20,20,0.8436875354,-0.8846611544
43.2,591.6,58.7,0.58,0.812,20,20,0.8633454117,-0.7957137866
238.7,175.7,12,0.58,0.319,20,20,0.8588206097,-0.8930495933
129.9,263,24,0.58,0.021,20,20,0.8560855367,-0.9518854359
129.9,263,72,0.58,3.119,20,20,0.8845192824,-0.3402295956
129.9,263.4,24,0.58,0,20,20,0.8558927967,-0.9560315859
129.9,263.4,72,0.58,4.156,20,20,0.8940369693,-0.1354887607
70.4,503,132,0.58,0.13,20,20,0.8570859493,-0.9303649432
315.7,233.8,130.3,0.58,4.604,20,20,0.898148757,-0.0470375611
264.9,234.1,79.2,0.58,1.615,20,20,0.8707154239,-0.6371729087
273.4,234.1,87.8,0.59,0.983,20,20,0.8796716387,-0.7784355828
103.5,44.7,132,0.59,0.068,20,20,0.8712736797,-0.9590892606
310.7,173.4,132,0.59,3.698,20,20,0.9045901731,-0.2423976207
250.7,593.4,108,0.59,0.009,20,20,0.8707321719,-0.9707379677
190.5,563,132,0.59,2.361,20,20,0.8923190569,-0.5063691696
130,323,24,0.59,0.015,20,20,0.8707872405,-0.9695533534
170.2,532.5,52.1,0.59,3.068,20,20,0.8988079718,-0.3667821202
101.3,35.7,72.8,0.59,0.018,20,20,0.8708147748,-0.9689610463
92.5,533.1,84.5,0.59,0.373,20,20,0.8740729994,-0.898871368
193,528.6,108,0.59,8.072,20,20,0.944735171,0.6211861901
326.7,52.9,96.9,0.6,4.361,20,20,0.925432024,-0.1279810459
370.4,172.9,72.3,0.6,10.626,20,20,0.982932804,1.1089536991
275.3,338.3,108,0.6,0.511,20,20,0.8900963491,-0.8881085428
160,188,12,0.6,0.062,20,20,0.8859753834,-0.9767571781
100,308,12,0.6,0.08,20,20,0.8861405892,-0.9732033353
310.6,293.4,132,0.6,5.38,20,20,0.9347845052,0.0732059462
190.6,143.6,36,0.6,2.443,20,20,0.9078284333,-0.5066627443
130.4,233,11,0.6,0.029,20,20,0.8856725062,-0.9832725566
130,23,120,0.6,0.797,20,20,0.892721285,-0.8316419287
172.4,232.3,50.9,0.61,0.254,20,20,0.9024943505,-0.9553328243
127.5,232.6,73.1,0.61,1.812,20,20,0.9167938262,-0.6477279827
312.8,53,14,0.61,3.142,20,20,0.9290006957,-0.3851384838
275.3,338.3,24,0.61,0.635,20,20,0.9059912056,-0.8801098175
280.4,248,135.7,0.61,0.109,20,20,0.9011635264,-0.9839610028
221,112.4,36.9,0.61,1.043,20,20,0.9097358693,-0.7995560464
167,218,48,0.61,0.061,20,20,0.9007229777,-0.993437917
100,518,108,0.61,0.171,20,20,0.9017325684,-0.9717199885
238.7,175.7,96,0.61,0.029,20,20,0.9004292786,-0.9997558599
190.6,593,48,0.61,0.453,20,20,0.9043207919,-0.9160431173
190.5,563,120,0.61,1.187,20,20,0.9110575153,-0.7711253036
75.4,532.2,96,0.61,0.026,20,20,0.9004017443,-1.000348167
70.5,52.8,132,0.61,0.045,20,20,0.9005761281,-0.9965968884
93.5,533.5,120.5,0.61,0.222,20,20,0.9022006514,-0.9616507672
60.5,591.7,75.4,0.61,1.189,20,20,0.9110758715,-0.7707304322
211.3,230.9,41.5,0.61,1.143,20,20,0.910653679,-0.779812475
113.2,2.2,96.6,0.62,0.192,20,20,0.9166820808,-0.9840571418
121.7,273,58.3,0.62,0.798,20,20,0.9222440078,-0.8644110994
275.3,338.3,48,0.62,1.129,20,20,0.925281958,-0.7990598782
246.4,111.3,11.4,0.62,1.038,20,20,0.9244467512,-0.8170265282
311.1,233.1,132,0.62,6.356,20,20,0.973255873,0.2329365961
251.2,324.1,24,0.62,0.12,20,20,0.9160212578,-0.9982725131
102.5,408.4,116.5,0.62,0.007,20,20,0.9149841328,-1.0205827488
328.6,52.9,108.7,0.62,8.789,20,20,0.9955861839,0.713297687
80.2,117.2,88.7,0.62,0.286,20,20,0.917544822,-0.9654981847
160.4,308,11.3,0.62,0.142,20,20,0.9162231759,-0.9939289274
130.4,233,23,0.63,0,20,20,0.9296766585,-1.038448102
160.4,308,23.3,0.63,0.709,20,20,0.9361839295,-0.8984661811
298.7,233.9,113.3,0.63,2.687,20,20,0.9543382061,-0.5079383398
220.4,368,108,0.63,0.126,20,20,0.9308330987,-1.0135712021
167,218,24,0.63,0.117,20,20,0.9307504959,-1.0153481235
310.6,293.4,120,0.63,3.549,20,20,0.962249726,-0.3377487548
250.1,353,108,0.63,0.369,20,20,0.9330633764,-0.9655943237
250.2,263.2,36,0.63,0.129,20,20,0.930860633,-1.0129788949
130,323,60,0.63,1.15,20,20,0.9402314704,-0.8113970315
179.2,596.6,124.7,0.63,0.464,20,20,0.9339352956,-0.9468379309
86.6,231.9,70.1,0.63,1.246,20,20,0.9411125678,-0.792443203
345.3,157.8,119.3,0.64,2.794,20,20,0.9700770349,-0.5032960217
280.6,151.9,129.1,0.64,1.662,20,20,0.9596874286,-0.7267932494
135.4,233.4,27.1,0.64,0.019,20,20,0.9446078147,-1.0511801266
220.4,338,23.1,0.64,0.117,20,20,0.9455072682,-1.0318314267
160.4,278,132,0.64,0.338,20,20,0.9475356277,-0.988198134
100.4,6.9,132,0.64,0.025,20,20,0.9446628833,-1.0499955123
190.4,353,83.1,0.64,2.594,20,20,0.9682414154,-0.5427831644
121.1,113.6,51.4,0.64,1.294,20,20,0.9563098888,-0.7994495919
212.2,352.5,124.7,0.65,0.548,20,20,0.9642198005,-0.9632199374
345.3,157.8,131.3,0.65,2.306,20,20,0.9803548957,-0.6161279531
61.2,23.2,97.2,0.65,0.112,20,20,0.9602181501,-1.0493019085
123.3,232.9,84.4,0.65,0.381,20,20,0.9626870583,-0.9961917015
250.2,263.2,96,0.65,0.088,20,20,0.9599978757,-1.0540403656
190.4,263,64.6,0.65,0.091,20,20,0.96002541,-1.0534480584
155.9,583.3,18.3,0.65,1.007,20,20,0.9684325472,-0.8725969449
228,128,85.1,0.66,0.958,20,20,0.9827395928,-0.8987545981
130.4,233,71,0.66,0.853,20,20,0.9817758926,-0.919485348
160.4,308,35.3,0.66,0.015,20,20,0.974084647,-1.0849364759
287.4,152.1,119.2,0.66,3.321,20,20,1.0044274369,-0.4322140071
164.1,232.6,73.4,0.66,0.57,20,20,0.979178491,-0.9753596549
307.2,233.8,121.8,0.66,8.426,20,20,1.051281624,0.5756953102
159.2,368,24.2,0.66,0.001,20,20,0.9739561536,-1.0877005759
159.3,35.9,96,0.66,0.137,20,20,0.9752043749,-1.0608493188
100,188,12,0.66,0.201,20,20,0.9757917731,-1.0482134332
250.2,292.9,96,0.66,0.349,20,20,0.9771501315,-1.0189929476
238.7,175.7,120,0.66,0.041,20,20,0.9743232775,-1.0798031473
128.7,117.2,47,0.66,0.206,20,20,0.9758376636,-1.0472262546
195.3,352.5,107.8,0.66,0.867,20,20,0.9819043859,-0.916721248
160.4,278,131.1,0.67,0.134,20,20,0.9899336129,-1.0779249292
131.4,533.7,121,0.67,2.534,20,20,1.0119610466,-0.6040792168
219.5,560,132,0.67,7.324,20,20,1.055924133,0.3416378507
220.7,127.6,72.3,0.67,3.636,20,20,1.0220753099,-0.3865050606
157.3,523.2,119.8,0.67,3.11,20,20,1.0172476307,-0.4903562459
160,188,24,0.67,0.079,20,20,0.9894288176,-1.0887838934
100.3,8.3,96.4,0.67,0.216,20,20,0.9906862169,-1.0617352007
246,264.8,126,0.67,0.158,20,20,0.9901538873,-1.073186472
189.7,262.8,72,0.67,0.258,20,20,0.991071697,-1.0534429007
220.4,338,11.1,0.67,0.42,20,20,0.9925585488,-1.0214583151
160.4,38,107.4,0.67,5.131,20,20,1.0357965655,-0.0913386689
201.9,592.8,128.1,0.68,0.723,20,20,1.0100962846,-0.9781185971
160.4,308,71.3,0.68,0.168,20,20,1.0050024406,-1.0876954181
155.5,278.9,60,0.68,0.159,20,20,1.0049198377,-1.0894723395
160,188,72,0.68,5.356,20,20,1.0526184098,-0.0633989366
159.3,38,96,0.68,0.52,20,20,1.0082331309,-1.018198047
159.3,38,108,0.68,2.704,20,20,1.0282780955,-0.5869984487
159.3,35.9,108,0.68,1.607,20,20,1.0182097227,-0.8035854264
100,308,72,0.68,0.266,20,20,1.0059018941,-1.0683467182
100.8,82.9,71.8,0.68,0.465,20,20,1.0077283355,-1.0290570112
102.3,38,84,0.68,0.35,20,20,1.0066728543,-1.0517621183
102.3,38.2,84,0.68,0.227,20,20,1.0055439483,-1.076046711
250.1,353,120,0.68,0.089,20,20,1.0042773709,-1.1032928395
190.4,203,72,0.68,0.862,20,20,1.0113720402,-0.950675033
190.4,203,84,0.68,3.402,20,20,1.0346844075,-0.4491883207
139.3,2.5,29.5,0.68,0.06,20,20,1.0040112061,-1.1090184752
212.5,112.6,45.4,0.69,0.827,20,20,1.0258075791,-0.9740685861
91.5,532.4,48.6,0.69,0.114,20,20,1.0192635957,-1.1148402499
228,128,73.1,0.69,4.957,20,20,1.0637131213,-0.1586590895
67.7,472.4,64.6,0.69,0.067,20,20,1.0188322251,-1.1241197284
246,264.8,133,0.69,0.398,20,20,1.0218701754,-1.0587685072
273.3,308.7,96,0.69,0.553,20,20,1.0232927804,-1.0281659716
220.7,127.6,132.3,0.69,2.995,20,20,1.0457056942,-0.5460279593
160.5,82.9,60.2,0.69,1.289,20,20,1.0300478601,-0.8828532865
100,158,72,0.69,0.167,20,20,1.0197500349,-1.104376157
190.5,563,108,0.69,2.323,20,20,1.0395380128,-0.6787047588
190.4,353,120,0.69,1.072,20,20,1.028056213,-0.9256968363
190.4,233,48,0.69,0.307,20,20,1.0210349685,-1.0767351572
237.8,111.7,19.8,0.69,0.355,20,20,1.0214755172,-1.0672582429
220.4,368,132,0.7,0.211,20,20,1.0349106435,-1.1121722889
220,308,20,0.7,1.75,20,20,1.0490357354,-0.8083187258
160.5,398,83.5,0.7,1.507,20,20,1.0468054577,-0.8562956042
160.4,203,84,0.7,5.411,20,20,1.0826367498,-0.0855065788
310.7,173.4,72,0.7,1.038,20,20,1.04250093,-0.9488929538
190.4,233,120,0.7,2.288,20,20,1.0539735517,-0.702098312
160.4,278,71.1,0.7,0.195,20,20,1.0347637939,-1.1153312603
220,248,27,0.71,0.614,20,20,1.0533661891,-1.0490889995
218.3,188.2,11,0.71,4.784,20,20,1.0916388551,-0.2257820743
190.4,263,71.1,0.71,0.25,20,20,1.0500253617,-1.1209555992
121.7,273,70.3,0.71,0.963,20,20,1.0565693451,-0.9801839355
280.6,368.2,108.1,0.71,0.015,20,20,1.0478685088,-1.1673529919
205.7,97.9,60.3,0.71,0.957,20,20,1.0565142765,-0.9813685498
102.3,38,108,0.71,0.39,20,20,1.0513102953,-1.0933145993
102.3,38.2,108,0.71,0.592,20,20,1.053164271,-1.0534325852
190.4,503,95.8,0.71,4.523,20,20,1.0892433717,-0.2773127955
70.7,37.8,83.9,0.71,0.817,20,20,1.0552293429,-1.0090095497
70.5,563,133,0.71,0.049,20,20,1.0481805641,-1.1606401776
215.9,232.8,29.2,0.71,1.693,20,20,1.0632693562,-0.8360558647
229.4,112,28.4,0.72,0.48,20,20,1.0668930964,-1.0920286883
279.5,278.3,132,0.72,0.369,20,20,1.0658743276,-1.1139440525
280.4,218,131.7,0.72,2.852,20,20,1.0886635434,-0.623711176
220.7,127.6,84.3,0.72,0.491,20,20,1.0669940555,-1.0898568955
160.5,218,72,0.72,0.613,20,20,1.0681137834,-1.0657697384
100.4,308,108.1,0.72,0.034,20,20,1.062799665,-1.1800850165
100,308,60,0.72,0.232,20,20,1.0646169283,-1.1409927453
250.2,292.9,108,0.72,0.312,20,20,1.065351176,-1.1251978882
250.4,113,132,0.72,0.857,20,20,1.0703532391,-1.0175954244
70.4,23,108,0.72,0.341,20,20,1.0656173409,-1.1194722525
189.9,29.5,97.4,0.72,2.988,20,20,1.0899117646,-0.5968599189
189.9,29.5,109.4,0.72,0.376,20,20,1.0659385743,-1.1125620025
345.3,157.8,83.3,0.73,1.473,20,20,1.0907637195,-0.9124583281
185.6,353.2,38.4,0.73,0.171,20,20,1.0788138367,-1.169519627
90.7,532.1,24.6,0.73,0.751,20,20,1.0841371332,-1.0550069132
160.4,203,72,0.73,1.258,20,20,1.0887904285,-0.9549070065
100.4,458,132,0.73,0.178,20,20,1.0788780834,-1.168137577
310.7,173.4,84,0.73,0.702,20,20,1.0836874064,-1.0646812632
250.2,292.9,39,0.73,0.051,20,20,1.077712465,-1.1932119126
252.2,232.2,84,0.73,2.605,20,20,1.1011533257,-0.6889611004
70.4,503,108,0.73,0.622,20,20,1.0829531586,-1.0804761202
131.6,232.4,61.9,0.74,1.946,20,20,1.1098617319,-0.8355545388
213.5,231.1,123.4,0.74,1.377,20,20,1.1046393945,-0.9478954598
111.4,406.2,72.2,0.74,0.131,20,20,1.0932034851,-1.1939003588
188.1,230.7,98,0.74,0.375,20,20,1.0954429409,-1.1457260447
220,308,104,0.74,1.124,20,20,1.1023173358,-0.9978466953
160,368,24,0.74,0.418,20,20,1.0958375991,-1.137236309
160,368,60,0.74,0.14,20,20,1.093286088,-1.1921234373
155.5,278.9,48,0.74,0.236,20,20,1.0941671854,-1.1731696088
100.4,218,84,0.74,2.205,20,20,1.1122388591,-0.784418689
130.2,262.5,60.1,0.74,0.498,20,20,1.0965718469,-1.1214414519
308,152.4,89.7,0.74,9.105,20,20,1.1755677309,0.577887734
94,408.2,108,0.74,0.387,20,20,1.0955530781,-1.1433568161
321.7,152.7,70,0.75,1.466,20,20,1.1202130175,-0.9468069845
91.4,239.6,93.4,0.75,0.188,20,20,1.108483409,-1.1991298263
130.4,233,35,0.75,0.025,20,20,1.1069873792,-1.2313118476
133.5,353.4,16.8,0.75,0.062,20,20,1.1073269688,-1.2240067262
222,231.3,131.9,0.75,0.493,20,20,1.1112827287,-1.1389119337
190.5,292.8,36.1,0.75,0.315,20,20,1.1096490274,-1.1740554907
248,234.3,62.2,0.75,0.041,20,20,1.1071342287,-1.2281528762
160.4,503,132.1,0.75,2.061,20,20,1.1256739854,-0.8293327349
155,338,36,0.75,0,20,20,1.1067579267,-1.2362477404
155.5,278.9,36,0.75,0.07,20,20,1.1074003936,-1.2224272405
160.5,82.9,84.2,0.75,5.823,20,20,1.1602019877,-0.0865795808
100.3,253.2,72.3,0.75,1.99,20,20,1.1250223405,-0.8433506706
100.3,253.2,84.3,0.75,3.001,20,20,1.1343013969,-0.6437431643
251.2,324.1,36,0.75,1.564,20,20,1.121112471,-0.9274582845
130.4,442.9,48.1,0.75,0.614,20,20,1.1123932785,-1.1150222123
134.1,40.7,72.6,0.75,2.058,20,20,1.1256464511,-0.8299250421
70.4,233,72.5,0.75,0.397,20,20,1.1104016314,-1.1578657622
112.1,592.3,125.5,0.76,2.596,20,20,1.1453410399,-0.7401879314
67.2,22.7,86.9,0.76,3.096,20,20,1.1499300886,-0.6414700747
177.2,353.2,60.9,0.76,0.318,20,20,1.1244333341,-1.1899464867
238.2,230.2,17.6,0.76,0.058,20,20,1.1220470287,-1.2412797722
275.3,338.3,36,0.76,12.628,20,20,1.2374157127,1.2404871462
100.2,128.1,72.2,0.76,0.085,20,20,1.1222948374,-1.235949008
250.2,263.2,84,0.76,0.356,20,20,1.1247821018,-1.1824439296
130.2,262.5,72.1,0.76,4.407,20,20,1.1619625742,-0.3826318543
70.7,37.8,107.9,0.76,0.226,20,20,1.1235889491,-1.2081105724
92.3,113.6,37.2,0.76,0.436,20,20,1.1255163495,-1.1666490726
103.6,231.9,87.1,0.77,0.746,20,20,1.1431183321,-1.1219273046
79.1,22.1,66.1,0.77,0.529,20,20,1.141126685,-1.1647708544
189.9,29.5,73.4,0.77,0.297,20,20,1.1389973664,-1.2105759399
209.8,593.6,46.5,0.77,1.642,20,20,1.1513419073,-0.9450249053
205.7,233,50.9,0.77,7.049,20,20,1.2009678798,0.1225099975
59.1,472.4,56.2,0.77,0.149,20,20,1.137639008,-1.2397964255
86.6,408.1,100.6,0.77,0.418,20,20,1.1401079162,-1.1866862186
155.5,278.9,24,0.77,0,20,20,1.1362714715,-1.2692143468
100.4,308,132.1,0.77,0.013,20,20,1.1363907867,-1.2666476826
100.4,293,23.9,0.77,0.068,20,20,1.1368955821,-1.2557887183
100.3,253.2,60.3,0.77,1.542,20,20,1.1504240976,-0.9647684767
100,188,36,0.77,0.506,20,20,1.1409155887,-1.1693118758
129.9,263,84,0.77,0.547,20,20,1.1412918907,-1.1612170116
129.9,263.4,84,0.77,1.504,20,20,1.1500753299,-0.9722710338
130.4,293.1,71.8,0.77,0.17,20,20,1.137831748,-1.2356502755
134.1,40.7,84.6,0.77,0.24,20,20,1.1384742148,-1.2218297756
70.4,23,132,0.77,0.048,20,20,1.1367120201,-1.2597374326
160.4,308,59.3,0.77,1.416,20,20,1.1492676573,-0.9896453765
220.7,352.5,133.2,0.77,0.136,20,20,1.1375196927,-1.2423630898
70.5,563,121,0.77,0.664,20,20,1.1423657281,-1.1381170331
77.7,591.9,92.1,0.77,0.12,20,20,1.1373728431,-1.2455220612
131.4,533.7,133,0.77,2.982,20,20,1.1636405578,-0.6804610492
228,128,13.1,0.78,6.425,20,20,1.2099975194,-0.0171731909
194.1,592.9,118.9,0.78,0.796,20,20,1.1583340093,-1.1285388221
88.4,289.9,81.2,0.78,0.995,20,20,1.1601604507,-1.0892491151
330.5,52.9,120.6,0.78,8.277,20,20,1.2269953557,0.3484777504
273.3,308.7,12,0.78,1.13,20,20,1.1613994938,-1.0625952938
220.4,278,72,0.78,0.519,20,20,1.1557916763,-1.1832285147
220,248,15,0.78,3.481,20,20,1.1829772008,-0.5984239314
157.3,523.2,107.8,0.78,0.738,20,20,1.1578016797,-1.1399900935
160,188,36,0.78,0.511,20,20,1.1557182516,-1.1848080005
311.1,233.1,84,0.78,4.99,20,20,1.1968269497,-0.3004934398
250.4,113,96,0.78,0.386,20,20,1.1545709894,-1.2094874646
256,259.3,80.5,0.78,0.761,20,20,1.1580127759,-1.1354490721
70.5,563,114.5,0.78,0.022,20,20,1.151230162,-1.2813540643
